customer_id,signup_date,initial_plan,internet_service,payment_method,acquisition_channel,cac
8133-ANHHJ,2019-12-01,One year,Fiber optic,Bank transfer (automatic),paid_social,220.66
2270-CHBFN,2020-05-01,Month-to-month,Fiber optic,Credit card (automatic),organic,35.75
0013-EXCHZ,2023-10-01,Month-to-month,Fiber optic,Mailed check,organic,25.89
5982-FPVQN,2020-12-01,Month-to-month,Fiber optic,Electronic check,referral,48.68
9107-UKCKY,2018-12-01,One year,DSL,Electronic check,organic,40.48
4654-ULTTN,2018-03-01,Two year,DSL,Credit card (automatic),organic,36.66
5550-VFRLC,2023-12-01,Month-to-month,Fiber optic,Electronic check,referral,67.94
5546-BYZSM,2020-08-01,Month-to-month,No,Electronic check,paid_search,141.77
1492-KGETH,2018-03-01,One year,DSL,Bank transfer (automatic),referral,72.81
4929-BSTRX,2023-12-01,Month-to-month,DSL,Mailed check,referral,38.54
4163-HFTUK,2019-10-01,One year,No,Electronic check,paid_search,146.77
8215-NGSPE,2020-07-01,Two year,No,Mailed check,paid_search,185.5
2225-ZRGSG,2018-03-01,Two year,Fiber optic,Bank transfer (automatic),organic,59.51
8859-YSTWS,2020-01-01,One year,No,Bank transfer (automatic),organic,35.37
5271-YNWVR,2018-05-01,Two year,Fiber optic,Electronic check,paid_search,85.24
7601-DHFWZ,2020-01-01,Two year,No,Credit card (automatic),referral,54.41
2657-ALMWY,2021-11-01,Month-to-month,Fiber optic,Electronic check,paid_social,201.23
6330-JKLPC,2023-02-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,58.89
4667-OHGKG,2023-12-01,Month-to-month,No,Mailed check,referral,34.33
1998-VHJHK,2021-10-01,One year,No,Mailed check,referral,51.35
1707-HABPF,2020-03-01,One year,Fiber optic,Bank transfer (automatic),organic,53.37
1660-HSOOQ,2023-12-01,Month-to-month,DSL,Mailed check,paid_social,218.36
7253-UVNDW,2020-03-01,Two year,DSL,Credit card (automatic),organic,33.66
0487-VVUVK,2021-12-01,Month-to-month,No,Mailed check,paid_search,84.44
7228-OMTPN,2023-09-01,Month-to-month,Fiber optic,Electronic check,paid_social,222.78
5063-IUOKK,2022-12-01,Two year,No,Mailed check,paid_social,204.91
4508-OEBEY,2021-06-01,One year,DSL,Credit card (automatic),organic,31.63
0027-KWYKW,2022-02-01,Month-to-month,Fiber optic,Electronic check,organic,52.76
2308-STERM,2023-11-01,Month-to-month,No,Mailed check,organic,38.35
5982-XMDEX,2018-08-01,Two year,No,Bank transfer (automatic),referral,114.33
6284-AHOOQ,2022-03-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,198.74
6051-PTVNS,2019-06-01,One year,No,Credit card (automatic),paid_search,163.25
2344-JMOGN,2023-04-01,Month-to-month,Fiber optic,Mailed check,organic,41.28
3799-ISUZQ,2023-06-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,37.18
2877-VDUER,2021-02-01,One year,DSL,Mailed check,paid_search,159.85
9152-AMKAK,2023-07-01,Two year,DSL,Mailed check,paid_search,104.45
1794-HBQTJ,2023-12-01,Month-to-month,DSL,Credit card (automatic),organic,27.72
9432-VOFYX,2022-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,153.26
8049-WJCLQ,2023-03-01,Month-to-month,DSL,Mailed check,organic,36.01
6586-PSJOX,2022-10-01,One year,DSL,Credit card (automatic),organic,30.19
2460-FPSYH,2020-09-01,Month-to-month,DSL,Electronic check,organic,24.53
9705-ZJBCG,2022-12-01,One year,DSL,Bank transfer (automatic),paid_social,215.96
4818-DRBQT,2021-08-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,60.98
1320-HTRDR,2023-10-01,Month-to-month,Fiber optic,Electronic check,paid_search,141.05
6847-KJLTS,2019-03-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,36.79
9670-BPNXF,2020-04-01,One year,DSL,Credit card (automatic),referral,54.7
3913-FCUUW,2018-01-01,Two year,DSL,Bank transfer (automatic),paid_search,145.56
3301-VKTGC,2018-05-01,One year,Fiber optic,Bank transfer (automatic),paid_search,119.37
1493-AMTIE,2023-12-01,Month-to-month,No,Bank transfer (automatic),paid_social,243.87
9555-SAHUZ,2020-11-01,Month-to-month,DSL,Electronic check,organic,57.39
0816-TSPHQ,2023-11-01,Month-to-month,No,Mailed check,organic,55.73
9932-WBWIK,2023-02-01,Month-to-month,No,Mailed check,referral,50.97
4619-EVPHY,2022-05-01,One year,Fiber optic,Bank transfer (automatic),referral,41.44
5286-YHCVC,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,257.37
6424-ELEYH,2023-10-01,Month-to-month,Fiber optic,Credit card (automatic),referral,31.49
4391-RESHN,2022-02-01,Month-to-month,Fiber optic,Mailed check,referral,59.35
9115-YQHGA,2020-09-01,Month-to-month,DSL,Electronic check,referral,55.76
4462-CYWMH,2018-11-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,128.38
8963-MQVYN,2022-03-01,Month-to-month,No,Electronic check,referral,82.66
2458-EOMRE,2023-02-01,Month-to-month,DSL,Bank transfer (automatic),organic,39.09
9334-GWGOW,2023-06-01,Month-to-month,Fiber optic,Electronic check,paid_search,117.51
6821-BUXUX,2022-12-01,Month-to-month,Fiber optic,Electronic check,organic,41.05
5028-HTLJB,2023-12-01,Month-to-month,No,Mailed check,paid_social,226.73
9801-GDWGV,2020-10-01,Month-to-month,Fiber optic,Electronic check,organic,44.79
6542-LWGXJ,2023-10-01,Month-to-month,DSL,Mailed check,organic,53.2
5567-GZKQY,2019-03-01,Two year,No,Credit card (automatic),referral,34.9
1222-LRYKO,2023-07-01,Month-to-month,No,Mailed check,paid_social,211.57
2320-JRSDE,2023-12-01,Month-to-month,No,Electronic check,referral,66.68
2087-QAREY,2022-03-01,Month-to-month,DSL,Mailed check,referral,80.57
0601-WZHJF,2022-11-01,Month-to-month,DSL,Electronic check,referral,29.98
4423-JWZJN,2018-09-01,One year,Fiber optic,Credit card (automatic),organic,42.86
5143-WMWOG,2023-12-01,Month-to-month,No,Electronic check,organic,34.96
6490-FGZAT,2023-07-01,Month-to-month,No,Mailed check,paid_social,219.55
5393-RXQSZ,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,284.14
7452-FOLON,2020-10-01,One year,No,Bank transfer (automatic),organic,35.82
2320-TZRRH,2022-05-01,One year,No,Mailed check,paid_social,250.99
0231-LXVAP,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,50.96
9444-JTXHZ,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,141.3
4942-VZZOM,2018-09-01,One year,DSL,Credit card (automatic),organic,65.57
5510-BOIUJ,2023-12-01,Month-to-month,No,Mailed check,referral,70.09
7502-BNYGS,2020-03-01,Month-to-month,DSL,Credit card (automatic),referral,35.3
4291-HYEBC,2021-09-01,One year,DSL,Electronic check,referral,68.01
6147-CBCRA,2021-04-01,Month-to-month,No,Mailed check,paid_social,188.91
6047-SUHPR,2020-10-01,One year,DSL,Electronic check,referral,82.63
4471-KXAUH,2020-07-01,Month-to-month,Fiber optic,Electronic check,organic,33.48
9752-ZNQUT,2023-12-01,Month-to-month,DSL,Electronic check,organic,19.32
7638-QVMVY,2023-06-01,Month-to-month,Fiber optic,Electronic check,paid_search,134.07
1576-PFZIW,2018-03-01,Two year,Fiber optic,Credit card (automatic),organic,47.76
5666-MBJPT,2018-08-01,Two year,No,Bank transfer (automatic),organic,38.94
7312-XSBAT,2023-12-01,Month-to-month,DSL,Electronic check,organic,41.08
3096-GKWEB,2022-07-01,Month-to-month,Fiber optic,Electronic check,paid_social,218.83
2371-JQHZZ,2022-01-01,Month-to-month,Fiber optic,Electronic check,referral,59.94
0674-GCDXG,2018-10-01,Two year,DSL,Bank transfer (automatic),organic,52.0
1121-QSIVB,2020-05-01,One year,DSL,Mailed check,paid_search,183.13
4396-KLSEH,2023-09-01,Month-to-month,No,Electronic check,referral,64.4
3244-DCJWY,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,156.09
2824-MYYBN,2020-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,202.94
0875-CABNR,2023-03-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,99.65
6345-HOVES,2021-03-01,Month-to-month,DSL,Bank transfer (automatic),referral,49.36
8318-LCNBW,2021-02-01,One year,DSL,Credit card (automatic),paid_social,208.44
6469-QJKZW,2023-09-01,Month-to-month,No,Electronic check,referral,64.44
0147-ESWWR,2020-10-01,Month-to-month,Fiber optic,Electronic check,referral,77.37
1217-VASWC,2020-06-01,One year,Fiber optic,Bank transfer (automatic),paid_social,164.54
7812-FZHPE,2022-08-01,Month-to-month,No,Mailed check,paid_social,221.5
6370-ZVHDV,2018-12-01,Two year,No,Bank transfer (automatic),paid_search,150.65
5915-DGNVC,2019-12-01,One year,DSL,Electronic check,referral,57.2
6260-XLACS,2023-09-01,One year,No,Mailed check,referral,57.86
3566-CAAYU,2018-09-01,Two year,DSL,Electronic check,organic,40.38
4983-CCWMC,2023-10-01,Month-to-month,Fiber optic,Mailed check,organic,26.51
9103-CXVOK,2023-12-01,Month-to-month,No,Electronic check,paid_search,176.71
2896-TBNBE,2020-09-01,One year,Fiber optic,Electronic check,referral,65.99
4797-AXPXK,2023-12-01,Month-to-month,DSL,Electronic check,paid_social,175.41
5229-PRWKT,2023-05-01,Month-to-month,Fiber optic,Electronic check,paid_search,147.21
6982-UQZLY,2023-12-01,Month-to-month,No,Mailed check,paid_search,167.84
2522-WLNSF,2021-03-01,One year,DSL,Bank transfer (automatic),paid_social,201.0
3841-CONLJ,2023-12-01,Month-to-month,DSL,Electronic check,referral,72.63
5057-LCOUI,2020-10-01,Month-to-month,DSL,Electronic check,paid_search,139.12
0193-ESZXP,2019-03-01,One year,Fiber optic,Credit card (automatic),referral,34.9
4475-NVTLU,2020-04-01,Two year,No,Electronic check,referral,60.92
4369-HTUIF,2023-07-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,158.06
9386-LDCZR,2020-06-01,One year,Fiber optic,Credit card (automatic),organic,20.18
9585-KKMFD,2020-08-01,Two year,No,Mailed check,paid_social,271.07
5399-ZIMKF,2023-08-01,Month-to-month,Fiber optic,Electronic check,paid_social,253.83
0336-KXKFK,2018-01-01,Two year,DSL,Credit card (automatic),paid_social,191.68
5619-XZZKR,2023-09-01,One year,No,Mailed check,referral,49.5
3948-FVVRP,2023-04-01,Month-to-month,DSL,Mailed check,referral,67.62
5327-XOKKY,2018-01-01,Two year,DSL,Credit card (automatic),referral,75.9
0983-TATYJ,2021-04-01,One year,DSL,Mailed check,referral,64.79
1813-JYWTO,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),organic,39.23
0156-FVPTA,2022-03-01,Month-to-month,DSL,Electronic check,paid_search,116.03
1984-FCOWB,2018-03-01,One year,Fiber optic,Electronic check,paid_social,186.19
0654-HMSHN,2022-04-01,Month-to-month,Fiber optic,Electronic check,referral,79.82
6719-OXYBR,2022-10-01,Month-to-month,Fiber optic,Electronic check,paid_social,190.26
3312-ZWLGF,2021-08-01,Month-to-month,Fiber optic,Electronic check,organic,28.18
6476-YHMGA,2022-10-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,157.85
5287-QWLKY,2018-02-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,187.95
0795-XCCTE,2018-01-01,Two year,No,Bank transfer (automatic),paid_search,160.16
0168-XZKBB,2022-06-01,Month-to-month,Fiber optic,Electronic check,paid_social,211.61
3785-NRHYR,2023-12-01,Month-to-month,No,Mailed check,paid_search,104.66
5196-SGOAK,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,173.12
4537-DKTAL,2023-11-01,Month-to-month,DSL,Electronic check,referral,44.81
7072-MBHEV,2023-02-01,Month-to-month,Fiber optic,Credit card (automatic),organic,42.59
5602-BVFMK,2023-01-01,One year,No,Mailed check,organic,27.02
6297-NOOPG,2018-03-01,Two year,Fiber optic,Electronic check,paid_social,185.75
1891-UAWWU,2022-05-01,Month-to-month,Fiber optic,Electronic check,organic,36.2
8204-TIFGJ,2022-02-01,Month-to-month,No,Bank transfer (automatic),paid_search,101.2
8050-DVOJX,2019-12-01,Two year,DSL,Credit card (automatic),organic,25.06
6108-OQZDQ,2023-09-01,Month-to-month,Fiber optic,Electronic check,paid_search,85.77
0363-QJVFX,2021-05-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,245.77
8903-XEBGX,2023-11-01,Month-to-month,DSL,Electronic check,paid_search,153.6
8169-SAEJD,2018-04-01,Two year,DSL,Credit card (automatic),organic,36.1
9840-DVNDC,2023-07-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,135.57
1089-XZWHH,2022-01-01,Two year,No,Mailed check,referral,53.74
2325-WINES,2021-05-01,One year,Fiber optic,Credit card (automatic),paid_social,218.9
6064-ZATLR,2021-10-01,Two year,DSL,Bank transfer (automatic),organic,35.26
3096-JRDSO,2021-10-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,45.64
7824-PANSQ,2019-03-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,202.91
8042-JVNFH,2023-12-01,Month-to-month,Fiber optic,Mailed check,paid_social,278.87
9648-BCHKM,2022-07-01,Two year,No,Credit card (automatic),paid_social,244.21
2888-ADFAO,2020-02-01,Two year,No,Bank transfer (automatic),referral,44.83
8707-HOEDG,2018-03-01,Two year,Fiber optic,Electronic check,paid_search,142.92
3374-LXDEV,2022-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,222.95
4072-IPYLT,2021-01-01,Month-to-month,DSL,Credit card (automatic),paid_search,150.96
7167-PCEYD,2018-06-01,Two year,No,Mailed check,organic,53.09
4936-YPJNK,2023-03-01,Month-to-month,No,Mailed check,organic,37.88
1580-BMCMR,2022-06-01,Month-to-month,Fiber optic,Electronic check,organic,31.12
4817-KEQSP,2018-02-01,Two year,No,Bank transfer (automatic),organic,59.21
6408-WHTEF,2018-01-01,Two year,DSL,Mailed check,organic,43.33
9251-AWQGT,2020-01-01,Two year,No,Mailed check,referral,60.92
8749-CLJXC,2023-12-01,Month-to-month,No,Mailed check,paid_search,139.3
7989-VCQOH,2022-07-01,Month-to-month,DSL,Electronic check,paid_social,282.18
5049-GLYVG,2023-12-01,Month-to-month,No,Mailed check,referral,61.48
4199-QHJNM,2018-06-01,Two year,Fiber optic,Bank transfer (automatic),organic,45.81
8882-TLVRW,2018-04-01,Two year,DSL,Mailed check,paid_social,264.39
5883-GTGVD,2022-06-01,Month-to-month,Fiber optic,Electronic check,paid_social,197.14
5135-GRQJV,2018-01-01,Two year,Fiber optic,Mailed check,paid_social,231.41
2384-OVPSA,2020-11-01,Two year,No,Mailed check,organic,45.79
1371-WEPDS,2020-09-01,One year,DSL,Electronic check,paid_search,117.31
3580-GICBM,2018-12-01,Two year,No,Mailed check,paid_search,145.41
4817-QRJSX,2023-03-01,Month-to-month,Fiber optic,Credit card (automatic),referral,56.97
9730-DRTMJ,2021-05-01,One year,DSL,Credit card (automatic),organic,54.22
4686-UXDML,2022-04-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,206.04
3349-ANQNH,2019-02-01,One year,Fiber optic,Electronic check,referral,41.41
2398-YPMUR,2022-12-01,Month-to-month,Fiber optic,Electronic check,organic,49.79
0932-YIXYU,2020-02-01,Two year,No,Credit card (automatic),referral,58.83
7480-SPLEF,2018-04-01,Two year,No,Bank transfer (automatic),paid_search,148.91
7636-XUHWW,2023-11-01,Month-to-month,No,Credit card (automatic),organic,46.48
1431-CYWMH,2022-03-01,Month-to-month,No,Bank transfer (automatic),paid_search,152.63
5937-EORGB,2022-10-01,Month-to-month,Fiber optic,Electronic check,organic,47.37
6349-JDHQP,2019-08-01,Two year,No,Credit card (automatic),referral,53.3
5539-HIVAK,2021-09-01,Month-to-month,No,Mailed check,organic,31.17
5847-MXBEO,2022-03-01,One year,No,Mailed check,organic,33.66
9985-MWVIX,2023-12-01,Month-to-month,Fiber optic,Mailed check,paid_social,172.77
4583-PARNH,2022-09-01,Month-to-month,Fiber optic,Electronic check,referral,69.29
1116-FRYVH,2020-01-01,Two year,DSL,Mailed check,paid_search,190.92
1421-HCERK,2021-07-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,283.9
9633-XQABV,2023-10-01,Month-to-month,Fiber optic,Electronic check,organic,38.67
0716-BQNDX,2019-04-01,Two year,Fiber optic,Electronic check,organic,40.66
1265-XTECC,2018-05-01,One year,Fiber optic,Credit card (automatic),referral,55.87
1183-CANVH,2022-02-01,One year,DSL,Bank transfer (automatic),organic,39.92
1972-XMUWV,2018-08-01,Two year,DSL,Credit card (automatic),paid_social,270.65
8679-LZBMD,2020-05-01,One year,Fiber optic,Bank transfer (automatic),organic,42.82
3407-JMJQQ,2018-02-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,121.16
6252-DFGTK,2020-12-01,One year,DSL,Credit card (automatic),organic,40.0
1539-LNKHM,2023-01-01,Month-to-month,No,Mailed check,organic,35.47
8645-KOMJQ,2018-04-01,Two year,DSL,Bank transfer (automatic),organic,23.55
0289-IVARM,2021-02-01,Month-to-month,DSL,Electronic check,paid_social,178.28
9761-XUJWD,2023-08-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,141.72
4057-FKCZK,2019-03-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,154.35
4291-TPNFG,2018-01-01,Two year,DSL,Bank transfer (automatic),organic,48.08
6087-YPWHO,2018-01-01,Two year,DSL,Mailed check,referral,77.86
3090-QFUVD,2023-12-01,Month-to-month,No,Credit card (automatic),paid_social,237.04
2237-ZFSMY,2020-10-01,One year,Fiber optic,Electronic check,paid_search,128.54
1722-LDZJS,2019-08-01,One year,No,Credit card (automatic),paid_search,109.27
1818-ESQMW,2021-10-01,Month-to-month,Fiber optic,Electronic check,referral,63.56
4871-JTKJF,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,45.6
1415-YFWLT,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,165.9
7401-RUBNK,2022-07-01,Month-to-month,Fiber optic,Electronic check,organic,30.98
0506-YLVKJ,2020-03-01,Two year,No,Mailed check,organic,44.71
8661-BOYNW,2018-01-01,Two year,DSL,Credit card (automatic),paid_search,125.45
6711-VTNRE,2021-01-01,Month-to-month,Fiber optic,Electronic check,organic,43.68
4815-GBTCD,2023-09-01,Month-to-month,DSL,Electronic check,paid_search,167.29
2805-AUFQN,2021-12-01,Two year,No,Credit card (automatic),paid_search,133.09
0980-PVMRC,2020-09-01,Month-to-month,DSL,Electronic check,referral,31.51
7233-DRTRF,2018-10-01,Month-to-month,Fiber optic,Electronic check,referral,57.35
3500-RMZLT,2022-10-01,Month-to-month,Fiber optic,Mailed check,referral,38.07
3873-NFTGI,2022-11-01,Month-to-month,DSL,Credit card (automatic),organic,40.47
1162-ECVII,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),organic,21.4
7048-GXDAY,2020-10-01,Month-to-month,Fiber optic,Electronic check,referral,74.87
8571-ZCMCX,2020-02-01,Two year,DSL,Credit card (automatic),organic,27.71
1169-WCVAK,2022-06-01,Month-to-month,Fiber optic,Credit card (automatic),organic,33.75
4548-SDBKE,2023-08-01,Month-to-month,Fiber optic,Electronic check,referral,82.02
8066-POXGX,2022-12-01,Month-to-month,DSL,Electronic check,paid_search,155.69
7129-CAKJW,2022-08-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,59.6
8695-ARGXZ,2021-03-01,Month-to-month,Fiber optic,Electronic check,organic,55.85
3570-YUEKJ,2020-07-01,Month-to-month,DSL,Electronic check,paid_search,121.17
4143-OOBWZ,2023-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,151.44
1555-HAPSU,2018-02-01,Two year,No,Credit card (automatic),paid_search,122.68
1697-NVVGY,2022-06-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,118.4
7854-EKTJL,2023-11-01,Month-to-month,No,Electronic check,organic,31.18
8464-EETCQ,2019-04-01,Two year,No,Credit card (automatic),paid_social,256.46
2419-FSORS,2018-01-01,Two year,Fiber optic,Electronic check,paid_search,142.88
8132-YPVBX,2023-07-01,Month-to-month,Fiber optic,Mailed check,organic,36.28
9102-IAYHT,2022-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,141.33
6754-LZUKA,2018-12-01,Two year,DSL,Bank transfer (automatic),paid_search,177.78
3422-LYEPQ,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,98.34
8099-MZPUJ,2020-01-01,Two year,Fiber optic,Credit card (automatic),referral,66.82
0787-LHDYT,2022-09-01,Month-to-month,No,Credit card (automatic),paid_search,153.05
2642-DTVCO,2023-04-01,Month-to-month,Fiber optic,Electronic check,paid_search,181.32
0374-IOEGQ,2023-10-01,Month-to-month,DSL,Electronic check,paid_search,174.92
